City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,necochea,-38.5473,-58.7368,17.920000000000016,65,0,6.09,AR,1675046777
288,enshi,30.3,109.4833,11.110000000000014,54,0,0.54,CN,1675046778
289,amboasary,-25.0333,46.3833,23.05000000000001,92,22,2.81,MG,1675046778
290,nha trang,12.25,109.1833,24.0,68,64,6.33,VN,1675046778
291,bakchar,57.0186,82.0711,-9.269999999999982,93,100,3.52,RU,1675046779
292,santa vitoria,-18.8386,-50.1214,21.74000000000001,86,85,0.99,BR,1675046779
293,fortuna,40.5982,-124.1573,9.189999999999998,70,0,0.45,US,1675046721
294,flinders,-34.5833,150.8552,24.470000000000027,85,100,3.75,AU,1675046780
295,moron,-34.6534,-58.6198,23.32000000000005,72,0,4.62,AR,1675046781
296,te anau,-45.4167,167.7167,24.150000000000034,34,100,1.34,NZ,1675046781
297,viedma,-40.8135,-62.9967,27.80000000000001,34,0,7.85,AR,1675046782
298,mezen,65.8522,44.24,-5.5499999999999545,93,100,4.84,RU,1675046782
299,sainte-luce,14.4673,-60.9271,22.640000000000043,88,20,2.06,MQ,1675046783
300,sars,56.5502,57.1366,-14.789999999999964,96,100,4.35,RU,1675046783
301,coruripe,-10.1256,-36.1756,24.74000000000001,83,7,3.49,BR,1675046784
302,saint anthony,45.0205,-93.218,-17.20999999999998,73,0,3.6,US,1675046784
303,itarema,-2.9248,-39.9167,24.879999999999995,86,6,3.74,BR,1675046726
304,sun prairie,43.1836,-89.2137,-13.069999999999993,68,0,3.6,US,1675046686
305,praia,14.9215,-23.5087,20.30000000000001,68,40,7.72,CV,1675046785
306,hanzhong,33.0728,107.0303,8.330000000000041,33,0,0.27,CN,1675046786
307,quatre cocos,-20.2078,57.7625,25.610000000000014,82,100,2.06,MU,1675046786
308,de la paz,9.7,123.8643,26.80000000000001,84,100,5.91,PH,1675046786
309,zhanaozen,43.3,52.8,-3.269999999999982,51,10,4.48,KZ,1675046787
310,krasnovishersk,60.4078,57.082,-10.879999999999995,94,100,3.51,RU,1675046787
311,portland,45.5234,-122.6762,1.0200000000000387,38,0,4.47,US,1675046530
312,moranbah,-22.0016,148.0466,31.610000000000014,37,48,4.41,AU,1675046788
313,nanortalik,60.1432,-45.2371,-4.2999999999999545,83,100,3.71,GL,1675046788
314,santa luzia,-19.7697,-43.8514,21.189999999999998,83,40,2.06,BR,1675046789
